id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
PG24727,Spontaneous Activity in Education,"Montessori, Maria",1870,1952,['en'],142,{'Montessori method of education'},Text
PG24728,Stories Of Georgia,"Harris, Joel Chandler",1848,1908,['en'],46,{'Georgia -- History'},Text
PG24729,Paulina Buxareu,"Sagarra, Josep Maria de",1894,1961,['ca'],2,{'Fiction'},Text
PG24730,Daniel Boone: Taming the Wilds,"Wilkie, Katharine Elliott",1904,,['en'],33,"{'Pioneers -- Kentucky -- Biography -- Juvenile literature', 'Frontier and pioneer life -- Kentucky -- Juvenile literature', 'Kentucky -- Biography -- Juvenile literature', 'Boone, Daniel, 1734-1820 -- Juvenile literature'}",Text
PG24731,The Tale of Grunty Pig: Slumber-Town Tales,"Bailey, Arthur Scott",1877,1949,['en'],13,"{'Conduct of life -- Juvenile fiction', 'Swine -- Juvenile fiction', 'Animals -- Juvenile fiction'}",Text
PG24732,Myths & Legends of our New Possessions & Protectorate,"Skinner, Charles M. (Charles Montgomery)",1852,1907,['en'],30,"{'Tales -- West Indies', 'Tales -- Oceania'}",Text
PG24733,辛棄疾詞選,"Xin, Qiji",1140,1207,['zh'],31,"{'Chinese poetry -- Song dynasty, 960-1279', 'Ci (Chinese poetry)'}",Text
PG24734,Tommy Tatters: Uncle Toby's Series,Unknown,,,['en'],17,"{'Hygiene -- Juvenile poetry', 'Picture books for children', 'Poor -- Juvenile poetry', ""Children's poetry"", 'Charity -- Juvenile poetry'}",Text
PG24735,Stanford Stories: Tales of a Young University,"Irwin, Will",1873,1948,['en'],21,"{'Stanford (Calif.) -- Fiction', 'Stanford University -- Fiction', 'Short stories', 'College stories, American'}",Text
PG24736,Peter Pry's Puppet Show: Part the II.,Unknown,,,['en'],13,"{""Children's poetry"", 'Picture books for children'}",Text
PG24737,The Children of Odin: The Book of Northern Myths,"Colum, Padraic",1881,1972,['en'],545,"{'Mythology, Norse -- Juvenile literature'}",Text
PG24738,Pleasing Stories for Good Children with Pictures,Anonymous,,,['en'],19,"{""Children's stories"", 'Picture books for children', 'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",Text
PG24739,"Bidwell's Travels, from Wall Street to London Prison: Fifteen Years in Solitude","Bidwell, Austin",,,['en'],17,"{'Bank of England', 'Bank fraud -- England', 'Criminals -- Biography', 'Bidwell, Austin'}",Text
PG24740,"The Battle of Spring Hill, Tennessee: read after the stated meeting held February 2d, 1907","Shellenberger, John K.",,,['en'],5,"{'Tennessee -- History', 'Spring Hill, Battle of, Spring Hill, Maury County, Tenn., 1864', 'United States -- History -- Civil War, 1861-1865 -- Campaigns'}",Text
PG24741,The Campaign of Trenton 1776-77,"Drake, Samuel Adams",1833,1905,['en'],19,"{'New Jersey -- History -- Revolution, 1775-1783', 'Trenton, Battle of, Trenton, N.J., 1776'}",Text
PG24742,"Mary, Mary","Stephens, James",1882,1950,['en'],14,{'Mothers and daughters -- Fiction'},Text
PG24743,Kuninkaita maanpaossa I,"Daudet, Alphonse",1840,1897,['fi'],1,{'Paris (France) -- Fiction'},Text
PG24744,The Valley of the Kings,"Pickthall, Marmaduke William",1875,1936,['en'],8,"{'Middle East -- Fiction', 'Missionaries -- Fiction'}",Text
PG24745,"The Loss of the Kent, East Indiaman, in the Bay of Biscay: Narrated in a Letter to a Friend","McGregor, Duncan",1787,1881,['en'],10,{'Shipwrecks'},Text
PG24746,Reise in die Aequinoctial-Gegenden des neuen Continents. Band 2.,"Humboldt, Alexander von",1769,1859,['de'],20,"{'Geology -- South America', 'South America -- Description and travel', 'South America -- History', 'Natural history -- South America'}",Text
PG24747,"Samlede Værker, Andet Bind","Aakjær, Jeppe",1866,1930,['da'],55,{'Danish poetry'},Text
PG24748,A Democracia: Estudo sobre o governo representativo,"Lima, Jaime de Magalhães",1859,1936,['pt'],14,"{'Democracy', 'Essays'}",Text
PG24749,Adaptation,"Reynolds, Mack",1917,1983,['en'],51,"{'Science fiction, American', 'Space colonies -- Fiction'}",Text
PG24750,Mizora: A Prophecy: A MSS. Found Among the Private Papers of the Princess Vera Zarovitch,"Lane, Mary E. Bradley",,,['en'],67,"{'Science fiction', 'Feminist fiction', 'Utopias -- Fiction', 'Women -- Fiction', 'Utopian fiction'}",Text
PG24751,The Kitchen Cat and Other Stories,"Walton, Amy",1848,1899,['en'],8,"{'Short stories', ""Children's stories, English""}",Text
PG24752,Achenwall's Observations on North America,"Achenwall, Gottfried",1719,1772,['en'],11,{'United States -- Description and travel'},Text
PG24753,Who Are Happiest? and Other Stories,"Arthur, T. S. (Timothy Shay)",1809,1885,['en'],12,"{'Conduct of life -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Short stories', ""Children's stories""}",Text
PG24754,Wit and Wisdom of Don Quixote,"Cervantes Saavedra, Miguel de",1547,1616,['en'],64,"{'Cervantes Saavedra, Miguel de, 1547-1616 -- Quotations', 'Proverbs, Spanish', 'Cervantes Saavedra, Miguel de, 1547-1616 -- Translations into English'}",Text
PG24755,"Captain Cook: His Life, Voyages, and Discoveries","Kingston, William Henry Giles",1814,1880,['en'],21,"{'Oceania -- Discovery and exploration', 'Cook, James, 1728-1779', 'Biography', 'Missions -- Oceania', 'Voyages around the world', 'Australasia -- Discovery and exploration'}",Text
PG24756,The Story of General Gordon,"Lang, Jean",1867,1932,['en'],16,"{'Gordon, Charles George, 1833-1885', 'Generals -- Great Britain -- Biography'}",Text
PG24757,The Atonement and the Modern Mind,"Denney, James",1856,1917,['en'],9,{'Atonement'},Text
PG24758,The Eyes of the Woods: A Story of the Ancient Wilderness,"Altsheler, Joseph A. (Joseph Alexander)",1862,1919,['en'],32,{'Frontier and pioneer life -- Fiction'},Text
PG24759,The Kingdom of Heaven; What is it?,"Burbidge, Edward",,,['en'],8,"{'Heaven -- Biblical teaching', 'Jesus Christ -- Kingdom'}",Text
PG24760,Aunt Kitty's Stories,Various,,,['en'],22,"{""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Nursery rhymes', 'Children -- Conduct of life -- Juvenile poetry'}",Text
PG24761,The Rivals: A Comedy,"Sheridan, Richard Brinsley",1751,1816,['en'],154,"{'Bath (England) -- Drama', 'English drama (Comedy)', 'Courtship -- Drama', 'Comedies'}",Text
PG24762,Diggers in the Earth,"Tappan, Eva March",1854,1930,['en'],37,"{'Readers', 'Mines and mineral resources'}",Text
PG24763,La Kantistino,"Hauff, Wilhelm",1802,1827,['eo'],6,{'Women -- Fiction'},Text
PG24764,The World Peril of 1910,"Griffith, George Chetwynd",1857,1906,['en'],21,"{'Science fiction, English'}",Text
PG24765,"A Treatise on the Tactical Use of the Three Arms: Infantry, Artillery, and Cavalry","Lippitt, Francis J. (Francis James)",1812,1902,['en'],27,"{'Tactics', 'United States -- History -- Civil War, 1861-1865 -- Campaigns'}",Text
PG24766,Psychopathia Sexualis: avec recherches spéciales sur l'inversion sexuelle,"Krafft-Ebing, R. von (Richard)",1840,1902,['fr'],141,{'Paraphilias'},Text
PG24767,Jack O' Judgment,"Wallace, Edgar",1875,1932,['en'],45,"{'Detective and mystery stories, English'}",Text
PG24768,Abrégé de l'Histoire Générale des Voyages (Tome 2),"La Harpe, Jean-François de",1739,1803,['fr'],7,"{'Africa, West -- Description and travel', 'Voyages and travels'}",Text
PG24769,The Opal Serpent,"Hume, Fergus",1859,1932,['en'],76,"{'Detective and mystery stories', 'Fiction'}",Text
PG24770,"A Prisoner of Morro; Or, In the Hands of the Enemy","Sinclair, Upton",1878,1968,['en'],16,"{'Spanish-American War, 1898 -- Fiction'}",Text
PG24771,Tutors' Lane,"Lewis, W. S. (Wilmarth Sheldon)",1895,1979,['en'],2,"{'Love stories', 'College teachers -- Fiction', 'Social workers -- Fiction', 'New England -- Fiction'}",Text
PG24772,"Sara Crewe; Or, What Happened at Miss Minchin's","Burnett, Frances Hodgson",1849,1924,['en'],27,"{'Boarding schools -- Fiction', 'London (England) -- Fiction', 'Schools -- Fiction', 'Girls -- Juvenile fiction', 'Orphans -- Fiction'}",Text
PG24773,"Wonderlijke avonturen van een Chinees, gevolgd door Muiterij aan boord der 'Bounty'","Verne, Jules",1828,1905,['nl'],19,{'French fiction'},Text
PG24774,Cidades e Paisagens,"Lima, Jaime de Magalhães",1859,1936,['pt'],3,{'Voyages and travels'},Text
PG24775,"Up the River; or, Yachting on the Mississippi","Optic, Oliver",1822,1897,['en'],9,"{'Yachts -- Juvenile fiction', 'Mississippi River -- Juvenile fiction'}",Text
PG24776,"The Brochure Series of Architectural Illustration, Vol. 01, No. 12, December 1895: English Country Houses",Various,,,['en'],14,{'Architecture -- Periodicals'},Text
PG24777,"Celebrated Travels and Travellers, Part 1.: The Exploration of the World","Verne, Jules",1828,1905,['en'],73,"{'Explorers', 'Discoveries in geography', 'Voyages and travels'}",Text
PG24778,The National Nursery Book: With 120 illustrations,Unknown,,,['en'],73,"{""Children's poetry"", 'Fairy tales', 'Picture books for children', 'Nursery rhymes', ""Children's stories""}",Text
PG24779,Millennium,"Cole, Everett B.",1918,1977,['en'],27,"{'Science fiction, American'}",Text
PG24780,"The Letters of Queen Victoria : A Selection from her Majesty's correspondence between the years 1837 and 1861: Volume 2, 1844-1853","Victoria, Queen of Great Britain",1819,1901,['en'],72,"{'Europe -- Politics and government -- 1848-1871', 'Victoria, Queen of Great Britain, 1819-1901 -- Correspondence', 'Great Britain -- History -- Victoria, 1837-1901', 'Great Britain -- Politics and government -- 1837-1901', 'Great Britain -- History -- Victoria, 1837-1901 -- Sources'}",Text
PG24781,"The Birth of Yugoslavia, Volume 2","Baerlein, Henry",1875,1960,['en'],23,{'Yugoslavia'},Text
PG24782,Der Dunkelgraf,"Bechstein, Ludwig",1801,1860,['de'],19,"{'Nobility -- Fiction', 'Germany, Northern -- Fiction', 'Historical fiction'}",Text
PG24783,The Pirate's Pocket Book,"Calthrop, Dion Clayton",1878,1937,['en'],42,"{'Pirates -- Juvenile fiction', 'Wit and humor'}",Text
PG24784,The Royal Pawn of Venice: A Romance of Cyprus,"Turnbull, Lawrence, Mrs.",,1927,['en'],15,"{'Caterina Cornaro, Queen of Cyprus, 1454-1510 -- Fiction', 'Biographical fiction', 'Queens -- Cyprus -- Fiction', 'Cyprus -- History -- Venetian rule, 1474-1570 -- Fiction', 'Historical fiction'}",Text
PG24785,Nero,"Phillips, Stephen",1864,1915,['en'],3,"{'Nero, Emperor of Rome, 37-68 -- Drama'}",Text
PG24786,Games and Play for School Morale: A Course of Graded Games for School and Community Recreation,,,,['en'],11,"{'Schools -- Exercises and recreations', 'Games'}",Text
PG24787,The South of France—East Half,"Black, C. B.",,1906,['en'],66,"{'France -- Description and travel', 'France -- Guidebooks'}",Text
PG24788,"The Sacred Formulas of the Cherokees: Seventh Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1885-1886, Government Printing Office, Washington, 1891, pages 301-398","Mooney, James",1861,1921,['en'],145,"{'Cherokee language -- Texts', 'Cherokee Indians -- Religion', 'Indians of North America -- Medicine'}",Text
PG24789,"""Unto Caesar""","Orczy, Emmuska Orczy, Baroness",1865,1947,['en'],21,"{'Caligula, Emperor of Rome, 12-41 -- Fiction', 'Rome -- Fiction', 'Christian life -- Fiction', 'Historical fiction'}",Text
PG24790,Early English Meals and Manners,,,,['en'],164,"{'Etiquette', 'England -- Social life and customs -- Early works to 1800', 'Table', 'Home economics -- Early works to 1800', 'Education -- Early works to 1800'}",Text
PG24791,The Marooner,"Stearns, Charles A.",,,['en'],17,"{'Short stories', 'Science fiction, American', 'Psychological fiction'}",Text
PG24792,The Alternate Plan,"Maddren, Gerry",,,['en'],20,"{'Short stories', 'Science fiction, American'}",Text
PG24793,Blow The Man Down: A Romance Of The Coast,"Day, Holman",1865,1935,['en'],25,"{'Yachts -- Fiction', 'Love stories', 'Ship captains -- Fiction'}",Text
PG24794,The Arbiter: A Novel,"Bell, Florence Eveleen Eleanore Olliffe, Lady",1851,1930,['en'],9,"{'Great Britain -- History -- Victoria, 1837-1901 -- Fiction', 'Spy stories'}",Text
PG24795,An Entertaining History of Tom Thumb: William Raine's Edition,Unknown,,,['en'],13,"{""Children's poetry"", 'Fairy tales', 'Picture books for children', 'Nursery rhymes'}",Text
PG24796,Kuninkaita maanpaossa II,"Daudet, Alphonse",1840,1897,['fi'],5,{'Paris (France) -- Fiction'},Text
PG24797,A History of Sea Power,"Stevens, William Oliver",1878,1955,['en'],47,"{'Sea-power', 'Naval history'}",Text
PG24798,America First: Patriotic Readings,,,,['en'],24,"{'Speeches, addresses, etc., American', 'Readers', 'United States'}",Text
PG24799,The Escape of Mr. Trimm: His Plight and other Plights,"Cobb, Irvin S. (Irvin Shrewsbury)",1876,1944,['en'],31,"{'Short stories', 'Crime -- Fiction', 'Judges -- Fiction'}",Text
PG24800,"Darwin, and After Darwin, Volumes 1 and 3: An Exposition of the Darwinian Theory and a Discussion of Post-Darwinian Questions","Romanes, George John",1848,1894,['en'],22,"{'Evolution (Biology)', 'Heredity'}",Text
PG24801,El prisionero de Zenda,"Hope, Anthony",1863,1933,['es'],97,"{'Impostors and imposture -- Fiction', 'British -- Foreign countries -- Fiction', 'Adventure stories'}",Text
PG24802,Honor de artista,"Feuillet, Octave",1821,1890,['es'],3,{'Fiction'},Text
PG24803,"Notes and Queries, Number 60, December 21, 1850: A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",Various,,,['en'],9,{'Questions and answers -- Periodicals'},Text
PG24804,The Rider in Khaki: A Novel,"Gould, Nat",1857,1919,['en'],4,{'England -- Fiction'},Text
PG24805,"""Chinkie's Flat"": 1904","Becke, Louis",1855,1913,['en'],10,"{'Oceania -- Fiction', 'South Pacific Ocean -- Fiction', 'Pacific Area -- Social life and customs -- Fiction'}",Text
PG24806,"John Frewen, South Sea Whaler: 1904","Becke, Louis",1855,1913,['en'],11,"{'Oceania -- Fiction', 'South Pacific Ocean -- Fiction', 'Whaling -- Fiction'}",Text
PG24807,A Memory of the Southern Seas: 1904,"Becke, Louis",1855,1913,['en'],14,"{'Short stories', 'South Pacific Ocean -- Fiction', 'Pacific Area -- Social life and customs -- Fiction'}",Text
PG24808,All Afloat: A Chronicle of Craft and Waterways,"Wood, William Charles Henry",1864,1947,['en'],20,"{'Fisheries -- Canada', 'Inland navigation -- Canada', 'Navigation -- History', 'Canada -- History'}",Text
PG24809,"Traité des Arènes: construites au Pays de Liége, pour l'écoulement et l'épuisement des eaux dans les ouvrages souterrains des exploitations de mines de houille","Crassier, L.-M.-G de",,,['fr'],47,{'Coal mines and mining -- Belgium -- Liège (Province)'},Text
PG24810,The Better Germany in War Time: Being Some Facts Towards Fellowship,"Picton, Harold W. (Harold Williams)",1867,,['en'],6,"{'World War, 1914-1918 -- Hospitals, charities, etc.', 'World War, 1914-1918 -- Prisoners and prisons, German'}",Text
PG24811,Viking Tales,"Hall, Jennie",1875,1921,['en'],619,"{'Short stories', 'Vikings -- Folklore', 'Sagas -- Adaptations'}",Text
PG24812,The Three Midshipmen,"Kingston, William Henry Giles",1814,1880,['en'],13,"{'Slave trade -- Fiction', 'Africa -- Fiction'}",Text
PG24813,The Queen's Scarlet: The Adventures and Misadventures of Sir Richard Frayne,"Fenn, George Manville",1831,1909,['en'],14,"{'Soldiers -- Fiction', 'Cousins -- Fiction', 'Forgers -- Fiction', 'Musicians -- Fiction'}",Text
PG24814,The Forest Exiles: The Perils of a Peruvian Family in the Wilds of the Amazon,"Reid, Mayne",1818,1883,['en'],20,"{'Amazon River -- Fiction', 'Peru -- Fiction', 'Adventure stories'}",Text
PG24815,Translations of German Poetry in American Magazines 1741-1810,"Davis, Edward Ziegler",1878,1924,['en'],15,"{'German poetry -- Translations into English', 'American periodicals -- Bibliography'}",Text
PG24816,"Life at Puget Sound: With Sketches of Travel in Washington Territory, British Columbia, Oregon and California","Leighton, Caroline C.",,,['en'],11,"{'Leighton, Caroline C.', 'Northwest, Pacific -- Description and travel', 'Voyages to the Pacific coast', 'California -- Description and travel'}",Text
PG24817,"Ueber die Geometrie der alten Aegypter.: Vortrag, gehalten in der feierlichen Sitzung der Kaiserlichen Akademie der Wissenschaften am 29. Mai 1884.","Weyr, Emil",1848,1894,['de'],45,"{'Egypt -- History -- To 332 B.C.', 'Geometry -- History'}",Text
PG24818,Sketches of Travel in Normandy and Maine,"Freeman, Edward A. (Edward Augustus)",1823,1892,['en'],12,"{'Normandy (France) -- Description and travel', 'Maine (France) -- Description and travel', 'Architecture -- France -- Maine', 'Architecture -- France -- Normandy'}",Text
PG24819,Hesperus: and Other Poems and Lyrics,"Sangster, Charles",1822,1893,['en'],2,{'Canadian poetry'},Text
PG24820,Die Philippinen und ihre Bewohner: Sechs Skizzen,"Semper, C. (Carl)",1832,1893,['de'],20,"{'Natural history -- Philippines', 'Philippines -- Description and travel', 'Ethnology -- Philippines', 'Physical geography -- Philippines'}",Text
PG24821,Diamond Dyke: The Lone Farm on the Veldt - Story of South African Adventure,"Fenn, George Manville",1831,1909,['en'],15,"{'South Africa -- Fiction', 'Adventure stories'}",Text
PG24822,The Queen's Twin and Other Stories,"Jewett, Sarah Orne",1849,1909,['en'],13,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Short stories', 'New England -- Social life and customs -- Fiction', 'Women -- Fiction'}",Text
PG24823,Silas Marner,"Eliot, George",1819,1880,['es'],36,"{'Adopted children -- Fiction', 'Domestic fiction', 'Foundlings -- Fiction', 'Fathers and daughters -- Fiction', 'England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Weavers -- Fiction'}",Text
PG24824,Os deputados brasileiros nas Côrtes Geraes de 1821,"Carvalho, Manuel Emílio Gomes de",1859,1919,['pt'],11,{'Brazil -- History -- 1763-1822'},Text
PG24825,The Ghost of Chatham; A Vision: Dedicated to the House of Peers,Anonymous,,,['en'],7,"{'Poetry', 'Pitt, William, Earl of Chatham, 1708-1778', 'Great Britain -- Politics and government -- 1800-1837', 'Political satire, English', 'Pamphlets'}",Text
PG24826,Hildegarde's Holiday: A Story for Girls,"Richards, Laura Elizabeth Howe",1850,1943,['en'],14,"{'Conduct of life -- Juvenile fiction', 'Family -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction'}",Text
PG24827,Rita,"Richards, Laura Elizabeth Howe",1850,1943,['en'],24,"{'Adventure and adventurers -- Fiction', 'Spanish-American War, 1898 -- Fiction'}",Text
PG24828,Margaret Montfort,"Richards, Laura Elizabeth Howe",1850,1943,['en'],20,"{'Uncles -- Fiction', 'Children -- Fiction', 'Young women -- Fiction', 'Family -- Fiction'}",Text
PG24829,The Uses of Italic: A Primer of Information Regarding the Origin and Uses of Italic Letters,"Hamilton, Frederick W. (Frederick William)",1860,1940,['en'],18,"{'Italic type', 'Printing -- Style manuals'}",Text
PG24830,Beatrice,"Haggard, H. Rider (Henry Rider)",1856,1925,['nl'],17,{'English fiction'},Text
PG24831,Forests of Maine: Marco Paul's Adventures in Pursuit of Knowledge,"Abbott, Jacob",1803,1879,['en'],28,"{'Logging -- Maine -- Juvenile literature', 'Maine -- Description and travel -- Juvenile literature', 'Forests and forestry -- Maine -- Juvenile literature'}",Text
PG24832,Labrador Days: Tales of the Sea Toilers,"Grenfell, Wilfred Thomason, Sir",1865,1940,['en'],18,"{'Big game fishing -- Fiction', 'Short stories', 'Labrador (N.L.) -- Fiction', 'Fishers -- Fiction', 'Outdoor life -- Fiction'}",Text
PG24833,Nova academia de pintura: dedicada às senhoras portuguezas que amão ou se applicão; ao estudo das Bellas Artes,"Machado, Cirilo Volkmar",1748,1823,['pt'],1,{'Painting'},Text
PG24834,The Wonders of a Toy Shop,Anonymous,,,['en'],30,"{""Children's poetry, American"", 'Toy stores -- Juvenile poetry'}",Text
PG24835,Rídan The Devil And Other Stories: 1899,"Becke, Louis",1855,1913,['en'],19,"{'Adventure stories, Australian', 'Sea stories', 'Short stories', 'Pacific Area -- Social life and customs -- Fiction'}",Text
PG24836,Rodman The Boatsteerer And Other Stories: 1898,"Becke, Louis",1855,1913,['en'],10,"{'Oceania -- Fiction', 'Short stories', 'Pacific Area -- Social life and customs -- Fiction'}",Text
PG24837,The Trader's Wife: 1901,"Becke, Louis",1855,1913,['en'],7,"{'Oceania -- Fiction', 'Pacific Area -- Social life and customs -- Fiction'}",Text
PG24838,Tessa: 1901,"Becke, Louis",1855,1913,['en'],7,"{'Oceania -- Fiction', 'Pacific Area -- Social life and customs -- Fiction'}",Text
PG24839,The Blonde Lady: Being a Record of the Duel of Wits between Arsène Lupin and the English Detective,"Leblanc, Maurice",1864,1941,['en'],67,"{'Detective and mystery stories', 'Lupin, Arsène (Fictitious character) -- Fiction'}",Text
PG24840,The Re-echo Club,"Wells, Carolyn",1862,1942,['en'],9,{'Humorous poetry'},Text
PG24841,Friendly Visiting among the Poor: A Handbook for Charity Workers,"Richmond, Mary Ellen",1861,1928,['en'],8,{'Friendly visiting'},Text
PG24842,The Defence of Duffer's Drift,"Swinton, Ernest Dunlop",1868,1951,['en'],113,"{'Military art and science', 'Tactics', 'South African War, 1899-1902', 'Guerrilla warfare'}",Text
PG24843,As ratices da Rattazzi: O pello nacional,"Monteiro, Ramalho",1862,1949,['pt'],2,"{'Rattazzi, Marie, 1833-1902'}",Text
PG24844,O Ensino da Historia da Arte nos Lyceus e as excursões escolares,"Vasconcellos, Joaquim de",1849,1936,['pt'],12,{'Art -- History -- Study and teaching'},Text
PG24845,A estatua do poeta: Ode nacional,"Araújo, Joaquim de",1858,1917,['pt'],3,"{'Camões, Luís de, 1524?-1580 -- Poetry'}",Text
PG24846,A Saudade: Canto elegiaco,"Coutinho, Henrique Ernesto de Almeida",1788,1868,['pt'],10,{'Portuguese poetry'},Text
PG24847,Ramo de Flores: acompanhado de varias criticas das Flores do Campo,"Deus, João de",1830,1896,['pt'],10,"{'Portuguese poetry', 'Deus, João de, 1830-1896. Flores do campo'}",Text
PG24848,Rautakorko: Vallankumousromaani,"London, Jack",1876,1916,['fi'],4,"{'Socialism -- Fiction', 'Science fiction', 'Political fiction', 'Utopias -- Fiction', 'Utopian fiction'}",Text
PG24849,A Little Present for a Good Child,Unknown,,,['en'],16,"{'Picture books for children', 'Readers (Elementary)', ""Children's poetry""}",Text
PG24850,Lourdes,"Zola, Émile",1840,1902,['fr'],30,{'French fiction -- 19th century'},Text
PG24851,"Lippincott's Magazine of Popular Literature and Science, Vol. 26, August, 1880",Various,,,['en'],9,"{'Science -- Periodicals', 'Literature, Modern -- 19th century -- Periodicals'}",Text
PG24852,"The Wonders of the Jungle, Book One","Ghosh, Sarath Kumar",1883,,['en'],74,{'Zoology -- Juvenile literature'},Text
PG24853,Habitações Operarias,"Bastos, Teixeira",1857,1902,['pt'],4,{'Housing'},Text
PG24854,"The Eugenic Marriage, Volume 2 (of 4): A Personal Guide to the New Science of Better Living and Better Babies","Hague, W. Grant (William Grant)",1868,,['en'],24,"{'Marriage', 'Eugenics', 'Hygiene'}",Text
PG24855,Concrete Construction: Methods and Costs,"Gillette, Halbert Powers",1869,,['en'],207,{'Concrete construction'},Text
PG24856,"Odysseus, the Hero of Ithaca: Adapted from the Third Book of the Primary Schools of Athens, Greece",Homer,-750,-650,['en'],41,"{'Homer -- Translations into English', 'Classical poetry -- Translations into English', 'Epic poetry, Greek -- Translations into English', 'Odysseus, King of Ithaca (Mythological character) -- Juvenile literature', 'Classical literature'}",Text
PG24857,"Journeys Through Bookland, Vol. 10: The Guide","Sylvester, Charles Herbert",,,['en'],29,"{""Children's literature"", 'Literature -- Collections'}",Text
PG24858,The Story of Wool,"Bassett, Sara Ware",1872,1968,['en'],49,{'Sheep -- Juvenile literature'},Text
PG24859,Turned Adrift,"Collingwood, Harry",1851,1922,['en'],12,"{'Oceania -- Fiction', 'Shipwreck survival -- Fiction', 'Mutiny -- Fiction'}",Text
PG24860,Samuel Richardson's Introduction to Pamela,"Richardson, Samuel",1689,1761,['en'],26,"{'Richardson, Samuel, 1689-1761. Pamela'}",Text
PG24861,L'affaire Sougraine,"Lemay, Pamphile",1837,1918,['fr'],4,{'Canada -- Fiction'},Text
PG24862,"Letters of Lt.-Col. George Brenton Laurie: (commanding 1st Battn. Royal Irish Rifles) Dated November 4th, 1914-March 11th, 1915","Laurie, G. B. (George Brenton)",1867,1915,['en'],17,"{'World War, 1914-1918 -- Personal narratives'}",Text
PG24863,Kapteenin tytär,"Pushkin, Aleksandr Sergeevich",1799,1837,['fi'],5,"{'Russia -- History -- Catherine II, 1762-1796 -- Fiction', 'Pugachev, Emelian Ivanovich, -1775 -- Fiction', 'Historical fiction'}",Text
PG24864,The Great Potlatch Riots,"Lang, Allen Kim",1928,,['en'],24,"{'Short stories', 'Consumption (Economics) -- Fiction', 'Science fiction'}",Text
PG24865,The Premiere,"Sabia, Richard",,,['en'],17,"{'Short stories', 'Entertainment -- Fiction', 'Science fiction'}",Text
PG24866,A Lieutenant at Eighteen,"Optic, Oliver",1822,1897,['en'],12,"{'United States -- History -- Civil War, 1861-1865 -- Fiction'}",Text
PG24867,Dictionnaire complet de l'argot employé dans les Mystères de Paris,Anonymous,,,['fr'],35,{'French language -- Slang -- Dictionaries'},Text
PG24868,"The Cost of Living Among Wage-Earners: Fall River, Massachusetts, October, 1919, Research Report Number 22, November, 1919",National Industrial Conference Board,,,['en'],4,{'Cost and standard of living -- Massachusetts -- Fall River'},Text
PG24869,"The Rámáyan of Válmíki, translated into English verse",Valmiki,,,['en'],2826,"{'Rama (Hindu deity) -- Poetry', 'Epic poetry, Sanskrit -- Translations into English', 'Folklore -- India'}",Text
PG24870,"The Stars, My Brothers","Hamilton, Edmond",1904,1977,['en'],55,{'Science fiction'},Text
PG24871,The Bag of Diamonds,"Fenn, George Manville",1831,1909,['en'],9,{'Physicians -- Fiction'},Text
PG24872,The Tale of Master Meadow Mouse,"Bailey, Arthur Scott",1877,1949,['en'],24,"{'Friendship -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Mice -- Juvenile fiction', 'Escapes -- Juvenile fiction', 'Picture books for children'}",Text
PG24873,"Lucy Maud Montgomery Short Stories, 1896 to 1901","Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],183,"{'Short stories, Canadian'}",Text
PG24874,"Lucy Maud Montgomery Short Stories, 1902 to 1903","Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],264,"{'Short stories, Canadian'}",Text
PG24875,"Lucy Maud Montgomery Short Stories, 1904","Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],148,"{'Short stories, Canadian'}",Text
PG24876,"Lucy Maud Montgomery Short Stories, 1905 to 1906","Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],195,"{'Short stories, Canadian'}",Text
PG24877,"Lucy Maud Montgomery Short Stories, 1907 to 1908","Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],168,"{'Short stories, Canadian'}",Text
PG24878,"Lucy Maud Montgomery Short Stories, 1909 to 1922","Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],236,"{'Short stories, Canadian'}",Text
PG24879,"Curious, if True: Strange Tales","Gaskell, Elizabeth Cleghorn",1810,1865,['en'],116,"{'Horror tales', 'Short stories', 'Curiosities and wonders -- Fiction'}",Text
PG24880,"The Wreck of the Titan: or, Futility","Robertson, Morgan",1861,1915,['en'],635,"{'Sea stories, American', 'Shipwrecks -- Fiction', 'Ships -- Fiction'}",Text
PG24881,The Tale of Grumpy Weasel: Sleepy-Time Tales,"Bailey, Arthur Scott",1877,1949,['en'],38,"{'Weasels -- Juvenile fiction', 'Picture books for children', 'Animals -- Juvenile fiction'}",Text
